trgt,trgt38.jpg,61,1058
fill,fimg01.jpg,62,1008
intf,prim36.jpg,63,1086
trgt,trgt36.jpg,64,1263
fill,fimg03.jpg,65,1058
ctrl,ctrl11.jpg,66,1131
trgt,trgt11.jpg,67,995
fill,ftxt36.jpg,68,1230
fill,fimg24.jpg,69,1258
fill,fimg12.jpg,70,1035
intf,prim16.jpg,71,1269
trgt,trgt16.jpg,72,940
fill,fimg33.jpg,73,1255
fill,fimg30.jpg,74,1222
ctrl,ctrl02.jpg,75,1390
trgt,trgt02.jpg,76,1032
fill,ftxt13.jpg,77,1169
fill,ftxt29.jpg,78,1211
intf,prim37.jpg,79,1308
trgt,trgt37.jpg,80,1369
fill,ftxt34.jpg,81,1129
ctrl,ctrl03.jpg,82,936
trgt,trgt03.jpg,83,1110
fill,fimg10.jpg,84,1194
fill,fimg16.jpg,85,1108
fill,ftxt23.jpg,86,1381
intf,prim07.jpg,87,945
trgt,trgt07.jpg,88,1270
fill,fimg35.jpg,89,1399
fill,fimg29.jpg,90,1075
fill,ftxt04.jpg,91,1035
ctrl,ctrl09.jpg,92,1015
trgt,trgt09.jpg,93,1373
fill,ftxt17.jpg,94,1214
intf,prim06.jpg,95,1033
trgt,trgt06.jpg,96,1116
fill,ftxt16.jpg,97,1356
fill,fimg05.jpg,98,1321
ctrl,ctrl08.jpg,99,929
trgt,trgt08.jpg,100,1079
fill,ftxt07.jpg,101,993
fill,ftxt22.jpg,102,993
intf,prim25.jpg,103,903
trgt,trgt25.jpg,104,1235
fill,ftxt20.jpg,105,1310
fill,ftxt12.jpg,106,1138
ctrl,ctrl26.jpg,107,1376
trgt,trgt26.jpg,108,931
fill,fimg28.jpg,109,1242
fill,ftxt14.jpg,110,974
intf,prim01.jpg,111,958
trgt,trgt01.jpg,112,1326
fill,fimg22.jpg,113,1162
fill,ftxt01.jpg,114,972
fill,ftxt15.jpg,115,913
ctrl,ctrl40.jpg,116,1354
trgt,trgt40.jpg,117,1143
fill,fimg11.jpg,118,1314
intf,prim24.jpg,119,1136
trgt,trgt24.jpg,120,1123
fill,fimg17.jpg,121,1324
ctrl,ctrl12.jpg,122,1125
trgt,trgt12.jpg,123,1329
fill,fimg09.jpg,124,1350
fill,fimg34.jpg,125,1236
fill,ftxt08.jpg,126,1088
intf,prim13.jpg,127,1335
trgt,trgt13.jpg,128,1248
fill,fimg13.jpg,129,1252
fill,fimg04.jpg,130,1088
ctrl,ctrl15.jpg,131,1161
trgt,trgt15.jpg,132,1039
fill,ftxt28.jpg,133,1321
fill,fimg02.jpg,134,1184
intf,prim27.jpg,135,1068
trgt,trgt27.jpg,136,1108
fill,ftxt32.jpg,137,937
fill,fimg06.jpg,138,1392
ctrl,ctrl05.jpg,139,1127
trgt,trgt05.jpg,140,932
fill,ftxt19.jpg,141,1223
fill,ftxt27.jpg,142,1039
intf,prim14.jpg,143,1245
trgt,trgt14.jpg,144,1203
fill,fimg36.jpg,145,1138
fill,fimg15.jpg,146,982
ctrl,ctrl28.jpg,147,1044
trgt,trgt28.jpg,148,1373
fill,fimg19.jpg,149,946
fill,fimg37.jpg,150,1155
intf,prim10.jpg,151,1035
trgt,trgt10.jpg,152,1118
fill,fimg20.jpg,153,1150
fill,ftxt02.jpg,154,1198
fill,ftxt37.jpg,155,1181
ctrl,ctrl30.jpg,156,1344
trgt,trgt30.jpg,157,1378
fill,ftxt40.jpg,158,1136
intf,prim39.jpg,159,1371
trgt,trgt39.jpg,160,1275
