computer,datetime,exp,cbal,participant,trial,trial_type,img,trial_duration,audio_path,audio_file,word,error,word_onset,word_duration
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,039,intf,prim22.jpg,1.35524987482,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_039.wav,wc32v.3_26_039.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,040,trgt,trgt22.jpg,1.35457531077,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_040.wav,wc32v.3_26_040.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,041,fill,fimg39.jpg,1.35384041226,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_041.wav,wc32v.3_26_041.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,042,fill,ftxt18.jpg,1.35383854625,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_042.wav,wc32v.3_26_042.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,043,fill,ftxt26.jpg,1.35482628965,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_043.wav,wc32v.3_26_043.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,044,ctrl,ctrl20.jpg,1.35511583282,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_044.wav,wc32v.3_26_044.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,045,trgt,trgt20.jpg,1.35433677198,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_045.wav,wc32v.3_26_045.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,046,fill,ftxt39.jpg,1.35498179081,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_046.wav,wc32v.3_26_046.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,047,intf,prim32.jpg,1.35547099748,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_047.wav,wc32v.3_26_047.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,048,trgt,trgt32.jpg,1.35406682196,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_048.wav,wc32v.3_26_048.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,049,fill,fimg25.jpg,1.35499951795,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_049.wav,wc32v.3_26_049.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,050,ctrl,ctrl21.jpg,1.3544997372,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_050.wav,wc32v.3_26_050.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,051,trgt,trgt21.jpg,1.35605692587,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_051.wav,wc32v.3_26_051.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,052,fill,ftxt25.jpg,1.35067223154,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_052.wav,wc32v.3_26_052.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,053,fill,ftxt09.jpg,1.35519047338,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_053.wav,wc32v.3_26_053.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,054,fill,ftxt33.jpg,1.48536920642,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_054.wav,wc32v.3_26_054.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,055,intf,prim19.jpg,1.35384725432,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_055.wav,wc32v.3_26_055.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,056,trgt,trgt19.jpg,1.74509502676,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_056.wav,wc32v.3_26_056.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,057,fill,fimg32.jpg,1.35406806597,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_057.wav,wc32v.3_26_057.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,058,fill,fimg08.jpg,1.35466674545,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_058.wav,wc32v.3_26_058.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,059,fill,fimg26.jpg,1.48484174646,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_059.wav,wc32v.3_26_059.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,060,ctrl,ctrl38.jpg,1.35473018993,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_060.wav,wc32v.3_26_060.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,061,trgt,trgt38.jpg,1.3541924669,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_061.wav,wc32v.3_26_061.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,062,fill,fimg01.jpg,1.74512270597,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_062.wav,wc32v.3_26_062.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,063,intf,prim36.jpg,1.35514817706,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_063.wav,wc32v.3_26_063.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,064,trgt,trgt36.jpg,1.35356984024,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_064.wav,wc32v.3_26_064.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,065,fill,fimg03.jpg,1.48470708246,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_065.wav,wc32v.3_26_065.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,066,ctrl,ctrl11.jpg,1.35412249138,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_066.wav,wc32v.3_26_066.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,067,trgt,trgt11.jpg,1.61486777736,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_067.wav,wc32v.3_26_067.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,068,fill,ftxt36.jpg,1.354740142,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_068.wav,wc32v.3_26_068.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,069,fill,fimg24.jpg,1.35475102708,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_069.wav,wc32v.3_26_069.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,070,fill,fimg12.jpg,1.35509250764,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_070.wav,wc32v.3_26_070.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,071,intf,prim16.jpg,1.35449600518,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_071.wav,wc32v.3_26_071.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,072,trgt,trgt16.jpg,1.35563240769,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_072.wav,wc32v.3_26_072.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,073,fill,fimg33.jpg,1.35346316644,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_073.wav,wc32v.3_26_073.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,074,fill,fimg30.jpg,1.48390656246,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_074.wav,wc32v.3_26_074.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,075,ctrl,ctrl02.jpg,1.35470406573,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_075.wav,wc32v.3_26_075.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,076,trgt,trgt02.jpg,1.74507885464,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_076.wav,wc32v.3_26_076.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,077,fill,ftxt13.jpg,1.35525609487,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_077.wav,wc32v.3_26_077.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,078,fill,ftxt29.jpg,1.35453674648,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_078.wav,wc32v.3_26_078.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,079,intf,prim37.jpg,1.35508566559,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_079.wav,wc32v.3_26_079.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,080,trgt,trgt37.jpg,1.35457064573,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_080.wav,wc32v.3_26_080.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,081,fill,ftxt34.jpg,1.35588991762,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_081.wav,wc32v.3_26_081.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,082,ctrl,ctrl03.jpg,1.35474418503,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_082.wav,wc32v.3_26_082.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,083,trgt,trgt03.jpg,1.61491753773,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_083.wav,wc32v.3_26_083.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,084,fill,fimg10.jpg,1.47428819342,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_084.wav,wc32v.3_26_084.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,085,fill,fimg16.jpg,1.74431689893,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_085.wav,wc32v.3_26_085.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,086,fill,ftxt23.jpg,1.3555546571,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_086.wav,wc32v.3_26_086.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,087,intf,prim07.jpg,1.34483813884,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_087.wav,wc32v.3_26_087.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,088,trgt,trgt07.jpg,1.35590235771,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_088.wav,wc32v.3_26_088.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,089,fill,fimg35.jpg,1.35575929664,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_089.wav,wc32v.3_26_089.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,090,fill,fimg29.jpg,1.35488351408,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_090.wav,wc32v.3_26_090.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,091,fill,ftxt04.jpg,1.35549587766,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_091.wav,wc32v.3_26_091.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,092,ctrl,ctrl09.jpg,1.35544238526,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_092.wav,wc32v.3_26_092.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,093,trgt,trgt09.jpg,1.35566195291,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_093.wav,wc32v.3_26_093.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,094,fill,ftxt17.jpg,1.35511676583,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_094.wav,wc32v.3_26_094.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,095,intf,prim06.jpg,1.35589520465,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_095.wav,wc32v.3_26_095.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,096,trgt,trgt06.jpg,1.4732715268,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_096.wav,wc32v.3_26_096.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,097,fill,ftxt16.jpg,1.48502430483,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_097.wav,wc32v.3_26_097.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,098,fill,fimg05.jpg,1.35403478872,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_098.wav,wc32v.3_26_098.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,099,ctrl,ctrl08.jpg,1.35505394335,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_099.wav,wc32v.3_26_099.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,100,trgt,trgt08.jpg,1.73402987488,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_100.wav,wc32v.3_26_100.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,101,fill,ftxt07.jpg,1.35374089152,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_101.wav,wc32v.3_26_101.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,102,fill,ftxt22.jpg,1.34356987134,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_102.wav,wc32v.3_26_102.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,103,intf,prim25.jpg,1.35422543315,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_103.wav,wc32v.3_26_103.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,104,trgt,trgt25.jpg,1.35394864108,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_104.wav,wc32v.3_26_104.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,105,fill,ftxt20.jpg,1.35497183874,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_105.wav,wc32v.3_26_105.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,106,fill,ftxt12.jpg,1.74528287217,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_106.wav,wc32v.3_26_106.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,107,ctrl,ctrl26.jpg,1.35465368336,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_107.wav,wc32v.3_26_107.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,108,trgt,trgt26.jpg,1.35525796088,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_108.wav,wc32v.3_26_108.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,109,fill,fimg28.jpg,1.48450710796,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_109.wav,wc32v.3_26_109.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,110,fill,ftxt14.jpg,1.35501226904,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_110.wav,wc32v.3_26_110.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,111,intf,prim01.jpg,1.35490559524,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_111.wav,wc32v.3_26_111.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,112,trgt,trgt01.jpg,1.74536901981,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_112.wav,wc32v.3_26_112.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,113,fill,fimg22.jpg,1.35485894489,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_113.wav,wc32v.3_26_113.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,114,fill,ftxt01.jpg,1.35521659757,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_114.wav,wc32v.3_26_114.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,115,fill,ftxt15.jpg,1.35509312965,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_115.wav,wc32v.3_26_115.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,116,ctrl,ctrl40.jpg,1.35487418401,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_116.wav,wc32v.3_26_116.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,117,trgt,trgt40.jpg,1.35480949552,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_117.wav,wc32v.3_26_117.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,118,fill,fimg11.jpg,1.6148335671,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_118.wav,wc32v.3_26_118.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,119,intf,prim24.jpg,1.35517865529,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_119.wav,wc32v.3_26_119.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,120,trgt,trgt24.jpg,1.61499591032,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_120.wav,wc32v.3_26_120.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,121,fill,fimg17.jpg,1.99495554222,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_121.wav,wc32v.3_26_121.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,122,ctrl,ctrl12.jpg,1.35416261068,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_122.wav,wc32v.3_26_122.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,123,trgt,trgt12.jpg,1.48460911672,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_123.wav,wc32v.3_26_123.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,124,fill,fimg09.jpg,1.74515194019,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_124.wav,wc32v.3_26_124.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,125,fill,fimg34.jpg,1.35335929166,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_125.wav,wc32v.3_26_125.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,126,fill,ftxt08.jpg,1.35492767641,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_126.wav,wc32v.3_26_126.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,127,intf,prim13.jpg,1.34479086648,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_127.wav,wc32v.3_26_127.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,128,trgt,trgt13.jpg,1.61412821382,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_128.wav,wc32v.3_26_128.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,129,fill,fimg13.jpg,1.35397227725,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_129.wav,wc32v.3_26_129.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,130,fill,fimg04.jpg,1.35443629273,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_130.wav,wc32v.3_26_130.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,131,ctrl,ctrl15.jpg,1.35433926,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_131.wav,wc32v.3_26_131.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,132,trgt,trgt15.jpg,1.35447423501,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_132.wav,wc32v.3_26_132.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,133,fill,ftxt28.jpg,1.35541408405,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_133.wav,wc32v.3_26_133.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,134,fill,fimg02.jpg,2.25505580937,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_134.wav,wc32v.3_26_134.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,135,intf,prim27.jpg,1.35442385263,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_135.wav,wc32v.3_26_135.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,136,trgt,trgt27.jpg,1.48510236642,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_136.wav,wc32v.3_26_136.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,137,fill,ftxt32.jpg,1.35496095366,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_137.wav,wc32v.3_26_137.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,138,fill,fimg06.jpg,1.3550738475,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_138.wav,wc32v.3_26_138.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,139,ctrl,ctrl05.jpg,1.35456535869,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_139.wav,wc32v.3_26_139.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,140,trgt,trgt05.jpg,1.35523183669,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_140.wav,wc32v.3_26_140.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,141,fill,ftxt19.jpg,1.35466519044,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_141.wav,wc32v.3_26_141.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,142,fill,ftxt27.jpg,1.35484930382,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_142.wav,wc32v.3_26_142.wav,,,,,
LCNL-279-1-PC,2018-07-16 16:10,wc32v.3,A1a,26,143,intf,prim14.jpg,1.35525951589,C:\Users\LCNL-279-1\Desktop\wc32_v.1/Data/wc32v.3_P26/wc32v.3_26_143.wav,wc32v.3_26_143.wav,,,,,
